Review,Sentiment,Platform
"I came to heritance as our official annual trip. Me and my two colleagues had to share a double bed room even though they have claimed it will be a triple bed room. They just have dumped an additional bed in to the room which made the room conjested. The mattress of the additional bed was horrible, it was super tight and i got a back ache from it. Maybe its time that the hotel should invest on some good 'new' mattress.The bathroom was ok. Food was just ok. The pool was really good with low chlorine. Atmosphere around the hotel is good. Lot of scenery. Overall I feel the hotel is not upto the standards and does not maintain the 5 star quality at all. Not worth spending money for.",Negative,Google Reviews
"This hotel is good but not great, certainly not at a five star standard, the room was ok good views the bathroom toilet seat we cleaned ourselves as it had not been done.Normally i would have called housekeeping but it was easier to use an antiseptic wipe . The hotel has great spaces but it lacks atmosphere and is in need of refurbishment .",Negative,TripAdvisor
Quite an old hotel and definitely needs some renovations..,Negative,Google Reviews
"High quality resort with beautiful lake and jungle views. Rooms were spacious, quiet and clean. All our meals were well prepared and tasty. Good cocktail and wine selections. The buffets were incredible. So many options and great quality. The infinity pool overlooked the lake and was a great place to unwind. Only annoyance we had was not enough lounges by the pool so we had to sit in the cafe and walk down each time we wanted a swim. They had lots of dead space around it, which just looked untidy. Shame they don't utilise it with more lounges and umbrellas. Highly recommend a walk around the lake. Felt like we were in Madagascar.",Positive,TripAdvisor
"Can´t understand the good reviews.We traveled a lot and have never seen such a rip off! We are still on the trip in Sri Lanka, a beautiful country with great hotels. But this hotel is a shame.Some parts of the hotel look nice on their webpage but the main part ugly unless you book the most expensive rooms. Most have bad view or none and their facade is old and apparently a part of the hotel is in renovation. Our room was opposite to the workers quarter. This was no problem till 5 o´clock in the morning when they started work and talk. From ten in the evening till 5 in the morning we woke up 5 times as the doors are so heavy and the people close them and the echo on the floor is loudly amplified, not mentioning the people talking loud. Changing our room was promised but the day after not possible anymore. It wants to be modern but there is nothing about it, there is no special feeling coming up, nothing compared to what much cheaper and better hotels in Sri Lanka have to offer.So far so good, one sandwich and a few chips for 13 $ and a local beer for 6$ in a faceless hotel in Sri Lanka? It is a shame to eat snack and beer for 2 people for 38$ (not a meal, just a sandwich!) in such a hotel when you know the average earning per month is below 130$ a month!We were booking our hotel for 368 $ for 2 nights and payed with Visacard in Euros as they did not print the price on the machine in Sri Lankan rupees, they just converted the Euro to their bad exchange rate of the hotel to the dollar and then again to their bad exchange rate of the hotel, again in rupee from the dollar (368$ at an actual exchange rate of 1,24$= 1 € and adding the extra taxes of 25%= 370 Euros) They charged us 398 Euros. So where are we?New York, Tokio, Paris, no it´s Sri Lanka and no holiday feeling at all in this hotel, besides the huge price for such a hotel.The only positive aspect is that it was clean.The breakfast was average. Huge breakfast room, very crowded with locals and a few foreigners.The hotel is from one side to the other close to 1 kilometer. If you have bad luck,you have to walk from one side of the hotel to the other side for your breakfast and back. Have fun! We were in the middle of August and there were mainly Sri Lankans, people from UK andjust a few people from other countries.We were sitting in the evening on the terrace on normal light, no candles, nothing romantic, no illumination of the hotel facade, no warm colours, just a modern and basic look inside and on the terrace. The pool has no lights on, no warm atmosphere at all.We recommend not to stay there if you want to keep your good mood. In Habarana are great hotels and you are closer to all important historical sites which are worth to be visited.Apparently the tour operators avoid this hotel. We haven´t seen any groups. Maybe that is why. We recommend not to stay there if you want to keep your good mood. Apparently the tour operators avoid this hotel. We haven´t seen any groups. Maybe that is why.We are wondering about the positive reviews!Our conclusion all together!Low quality, average, loveless, very expensive for so poor facilities , loud and a rip off.Stay away if you want to relax and enjoy your holidays !!!!!!!!!!!",Negative,TripAdvisor
5 star hotels should have ironing boards and all necessary toiletries in the room but we needed to request them.,Negative,Booking.com
"the location was amazing, the view from the property was breathtaking. the service was outstanding..  we honestly enjoyed our stay at the property.",Positive,Booking.com
"fantastic place, amazing sunsets, beautiful nature",Positive,Booking.com
"We stayed 3 nights at this hotel. I have mixed feelings about the place as it is in a truly lovely location, with views to die for, but for the price it charges, I expect more. I've taken 2 stars off as I feel the hotel is dated, and in need of some refreshment inside the bedrooms, and around the swimming pool area. The air-conditioning in the room switches off when you remove your keycard, resulting in the room feeling rather hot on your return, and its output does not work sufficiently when it is on. The light switch control behind the bed is confusing. Availability of plugs needs to be increased. For the price one pays, I did not like that toiletries appears to be decanted, and refilled. It did not feel hygienic to me. The view from our bedroom, and other areas from the hotel, was stupendously beautiful, with vistas over the lake towards the Lion rock in the distance. The infinity pool overlooking the lake is also lovely, however it felt and looked a bit dated. It is lovely though with monkeys sometimes making an appearance, although you have to be careful that they don't steal your belongings. I went to have a look at the pool on the 'top deck' one afternoon, but there were nobody overseeing the area, and appeared shut. It was also not very clean. I did not see any signage saying it was not open to guests though.The food was excellent, with lots of choice at the buffet restaurant, although I didn't really see the need for the fancy dress up requirement. Smart casual would be sufficient at a buffet, after a long day sightseeing in hot conditions. We felt tired when we arrived back at the hotel every day, and the thought of having to play dress up was not appealing. I really think the hotel should do away with this. Staff were very helpful, and friendly.",Negative,TripAdvisor
food took too long during lunch and dinner.,Negative,Booking.com
It's our 7th trip to the Kandalama over the past 15 yrs and it never disappoints idyllic place to relax. A must if visiting Srilanka,Positive,Expedia
"A very pleasant hotel quietly undergoing refurbishment. Suite was nice and could be called charming, but comfortable apart form terrible pillows, as lumpy as an old bed. Restaurant a little limited but fine for a few days stay and good quality. Would we stay again?, an absolute yes as this is out 2nd visit.",Negative,Agoda
Very nice nature,Positive,Google Reviews
"My husband and I along with two guests are currently staying at the Amaya Signature. Wanted to show our guests Heritance Kandalama as a future option to stay in Dambulla. We went up to the security gate and called the reservations department. The hotel reservations department turned down our request to see the hotel but we were told that we were welcome to come in if we bought any food and beverages. Since we are at Full board basis at Amaya Signature, there was no need to purchase food/ drinks. We turned back and came. Don’t think that we or our guests will want to return in the near future. Then we visited Jetwing Lake. What a difference. The staff not only were welcoming but showed the rooms and even offered a welcome drink. We will definitely stay at Jetwing Lake in the future.",Negative,TripAdvisor
"Friendly staff and nice view
Excellent buffet",Positive,Google Reviews
Amazing service friendly staff delicious food. Beautiful atmosphere. Definitely recommend this to everyone!!,Positive,Google Reviews
"Went there to spend a peaceful weekend away from the busy life and had a great time. This was my first time at Kandalama and I heard lots of stories about the magnificence of the place before I go there which turned out to be true.

The hotel itself is a marvelous peice of architecture seems to be built on the sides of a small cliff. Entire building looks like it has been engulfed by the vegetation surrounding it. You could see natural rock formations even inside the hotel in some places. There is one in the swimming pool  also.

Though the hotel was pretty large with lots of open corridors with trees in close quarters, it was extremely clean. The room I got (Luxury King) was spacious and had a great view. It had a jakuzi too.

The Kanchana restaurant served all our meals. The food was good though the spread of the buffet seemed bit limited. But it was enough to fill anyone.

I need specially say something about the staff because they were excellent. The member of the staff who took us to the room gave a very detailed description of every aspect of the room. Also gave us an idea of the layout of the hotel building and even assisted us on our decision to visit Pidurangala. The restaurant staff was very efficient too. They were very attentive but not too intrusive at the same time. Everyone else who we met were also very pleasent and helpful.

Overall I had a great time. Planning to return soon.",Positive,Google Reviews
"Amazing hotel to stay, immersed in nature, service is also great.",Positive,Google Reviews
"ÊFirst of all when we booked the rooms, we were only told it would be a double and triple superior, no other information was provided (view, which wing). Since this was our first time we didn't really ask for more information either. That maybe our fault I admit. However, for what we paid, we weren't fairly compensated for the rooms. 1) both the rooms were facing a car park. When we inquired about this we were told, for better views we had to pay more- which is fine but it's the hotels responsibility to inform us when we made the reservation. 2) both rooms the curtains were super dirty. They had huge black and brown stains. It looked like the curtains weren't washed in years. 3) the triple room the AC was leaking. Someone came to fix it but no one arrived to clean the mess despite informing the front desk. 4) the overall dismissive nature of the front desk staff about the complaints 5) the double room phone wasnt working. All in all it was quite apparent they had put us up in two run down rooms. I'm not sure if we were offered a lower price for the run down rooms or we paid the usual rates but were put up in run down rooms (I do think it's the latter). This was our experience and it wasn't a great one.",Negative,Google Reviews
I was so excited to try Heritance Kandalama as it was the go to hotel few years back in Sri Lanka. Still it was only regrets and disappointment from the moment I stepped into the hotel.Front office kept us waiting for almost 40 minutes and I had to go and ask for lunch as we were on full board while it was around 2.10pm. Then only they remembered to check what's our meal plan and to ask from which meal we want to start. The staff at the front office and chefs are not respectful and helpful at al but have to say that minor staff was really good and helpful.We selected the second best room category for our stay but it wasn't even clean while it was full of dust. Food was nothing to complain but would never recommend anyone to try Heritance Kandalama anymore,Negative,TripAdvisor
"Built into a forested hill side, the hotel is pretty unique. Lovely views and excellent staff makes this a nice place to stay if in the region. It is a long way from any local shops and restaurants and the food and drinks are quite expensive but well worth the stay. Highly recommended.",Positive,Expedia
"I’m a Sri Lankan native and What a WASTE of money and time.I couldn’t wait to leave..my bad experience started with our reservations.We asked if we could postpone the date and keep an open reservation subject to room availability cos one of us tested positive for covid.They told us we had to come within the promotional period and absolutely no concessions were given.The thing that really ticked me off was that the reservations lady Sumaya was extremely rude, offhand, unhelpful and was not even apologetic about our situation.its fine if they cannot change the reservation but The entire time she sounded fed up and as if she was doing us a giant favor by picking up our calls! I have never experienced this kind of service with other comparable hotels.When we arrived the reception desk was friendly but then We were given a room with NO VIEWS.( and I saw plenty of empty rooms with a view over the lake)On top of that it was very dark and the lights were too dim.The room and bathroom were not very clean, there was mould in the shower head and drainage EW! it was the same in the other room we were given as well.The food wasn’t terrible but it was certainly not up to standard compared to other hotels I stayed in..and there was a poor selection..Although there were no major Incidents the staff were very unprofessional overall.I asked for a finger bowl in the restaurant ..never got it, a receptionist called at 11am and quite rudely inquired whether we were leaving at 12pm, after we had everything packed and ready especially because this person made a point of it, NO-ONE came to pick our luggage until 12.30!The views over the lake were beautiful but not worth the exorbitant prices..I don’t know whether this treatment is reserved for natives, but I would certainly never go there again. Do yourself a favor and book any one of the other big resorts nearby for 1/2 the price and enjoy your vacation..",Negative,TripAdvisor
After Covid. It has lost the magnificent status.,Positive,Google Reviews
This beautiful resort has fallen into disrepair and is in desperate need of a renovatio,Negative,Google Reviews
Excellent service you will be have in here.,Positive,Google Reviews
"I agree with the other reviewers that weren't impressed with this hotel. Considering the rates, it's definitely not up to scratch as a 5 star hotel and is really a 3.5 to 4 star offering. The hotel is 20 years old and architecturally impressive. The service is poor to satisfactory, with many staff seeming uninterested or completely forgetting your request (I.e. getting tea at breakfast).Our room was quite good and the morning visits from the monkeys quite fun. The gym was a bit dated but served it purpose.This could be a great hotel, with a refresh of the common areas and dining concepts, a repurposing of the upstairs lounge and some re-education in the staff department.",Negative,TripAdvisor
"Just stunning and one of the most unique places I have ever stayed . The hotels architecture is simply just amazing. The Hotel staff is incredible - service excellence at its best. I work for 15 years in hospitality and could stay at lots of nice places, but this hotel has a very special place in my heart. The only thing i regret is, that i could only stay for two nights. I think, this was the  best hotel i have ever stayed - i am in love with the architecture, location and the people who work there, who made our sray very special ð¥°",Positive,Google Reviews
"
We called the hotel and reserved lunch buffet for six people. We were told there will be an international buffet. It was quite disappointing to find out buffet is not available today when we arrived there. We drove all the way from Colombo for the buffet. We complained the front manager (sanjeev) but he took neither responsibility nor any action for the inconvenience they caused us. Unacceptable!",Negative,Google Reviews
"After hearing so much about this architectural masterpiece of Bawa, we decided to take time off from work for a weekend getaway at this hotel.Check in process was smooth but the welcome drink they offered us was horrible.Bed was not as comfortable as we expected. The air conditioning didn't work properly we had to switch on the fan as well.Being a luxury room and a five star facility, we expected them to provide us with the most basics such as tooth brushes and tooth paste. Glass panels of the shower cubicles were covered with stains. Toilet bowl was nothing different.Lunch and dinner buffets were so disappointing. Same dishes were offered at both the meals. However, the breakfast spread was good.Overall, our experience at this hotel was so bad that I couldn't wait to leave the place.",Negative,TripAdvisor
"I was disappointed that there’s no elephants in the winter. the food was ok, but I did miss a fine dining experience.",Negative,Booking.com
There is no other place like this in Sri Lanka.,Positive,Google Reviews
Nice place with lots of friendly staff. Food is also great...,Positive,Google Reviews
Superb n friendly service..,Positive,Google Reviews
No word to describe.. it is a amazing place to all nature lovers.. All staff is very friendly.. The view of the Kandalama lake is a really a breathtaking.. Magnificent architecture.. No doubt it is the most most beautiful hotel in Sri Lanka.. Great experience.. No need to read review.. Highly recommended.. Thanks all staff.. ð ð ð ð ð  +,Positive,Google Reviews
"At dusk, lots of monkeys are on the tree beside the pool while we're swimming. We waited for a while till our rooms are ready.",Negative,Agoda
The hotel itself is an art. Brace yourself in calmness and mindfulness. That's how you should use this unforgettable place. Wonderful fusion of human art  work and Mother Nature.,Positive,Expedia
"Issues on arrival, it needs to be clearer on the Agoda website that it is possible to book a room for this hotel that only has a 1 person occupancy. First time I have ever come across this issue before ever. And it was an issue as I then had to pay an extra US$40 per night for my husband to share the room with me. Because the hotel thought I was travelling alone they had then put me in literally the worse room in the hotel on the Sigiriya side - it was a twin room, very damp dark and fusty smelling and on the lowest floor level. I also believe that booking through Agoda meant that we received the worst room allocation as even after paying an extra $40 they were not able to provide a better room and the following night moved us down the corridor so at least had some sunlight and room was not musty but still lowest level in the hotel on that side. ",Negative,Agoda
"We stayed at the hotel during an Easter break in Sri Lanka so the hotel was super busy, something to note if you’re thinking to stay here. We stayed here for one night and enjoyed our stay. It was a smooth, quick check in and they were also checking temperatures and ensuring we were sanitising our hands, luggage etc.
we were given room 406 which had an AMAZING VIEW of Sigiriya rock. The room was okay, slightly dated and dark, the bathroom definitely needs updating but it was clean. We went down to have some lunch in the cafe area in front of the pool which wasn’t too bad, we had a pizza and chicken wrap were okay. We also had the a la carte dinner at the restaurant in the seventh floor which was mixed. The dessert was absolutely superb, however mains were mediocre. The lobster seasoning was odd, and didn’t taste good, the chicken wasn’t too bad but pretty random when served with a chicken sausage. The breakfast was great, good selection of food plus a live egg, sausage and bacon station.
Beds were super comfortable, and there’s a lot to do in the hotel in terms of walking around, three swimming pools, gym etc.
I would stay here again for sure, maybe would try out the buffet next time.",Positive,TripAdvisor
the food was not good at all,Negative,Booking.com
"Absolutely stunning (real architectural gem) and welcoming hotel in an utterly idyllic location - the photo is simply of the welcome lobby.

Do not have words to express how lovely everyone was. Fabulous facial from Eka in the beautiful spa, and the food at both breakfast and dinner buffets was of highest quality and excellent variety - you have to try their chicken, prawn and aubergine curries even if you are a westerner who is a bit scared of spice!

Please visit if you are in the area to visit Sigirya / Dambulla cave temple, honestly no more tranquil base",Positive,Google Reviews
"The arrival was not awe inspiring, indeed the hotel looked a little industrial to me. The hotel is on two wings form the central reception and is 1km long with views over the adjoining lake and in the distance Sigiriya, superb location. AVOID rooms between ending 41-44 as these are in the Dambulla wing and face the rear hillside. We were in room 544 in the Dambulla wing (DOH!). This is a superior room that honestly is showing its age, with free wi-fi, but you are provided with individual log-ins. There are no robes or slippers. The bed is made up of two single beds. Has the usual facilities including the 4 digit safe, T&C and chargeable mini-bar. As this was a special birthday for my Queen, I asked if we could move rooms to one with a view, but there was no space. The hotel did however send my wife a birthday cake! Toiletries are of the refillable types, that's annoying, but superb smelling body wash. The shower is very odd. Full clear pane of glass, so you can out everything on show, or pull down a canvas blind, that is showing a lot of mould, as it would!! Needs to replace the glass with partial obscured, so you can have the view without scaring the locals! A warning, I opened our door to take a picture and almost immediately a monkey appeared for feeding. I had to shut the door quickly to avoid it going into the room. Gave me such a sad stare, but you cannot feed them. The food is good, again buffet for us, with additional services provided outside - BBQ, pancakes etc. Good breakfast selection. There are three pools, but the star is the infinity that has a great view of Sigiriya. Superb. Now the glass story. We went out for the day and returned. I sat by the pool whilst my wife went to get changed. She was ages, and when she returned told me that our patio door had been shattered. This was not safety glass, it was in very large pieces. Apparently this happens a lot, a monkey had forced a chair through the window. The pane of glass was fully replaced within about 50 minutes, they had glass cut to size on site, so this is a regular occurrence. The spa is excellent. I had a 30 minute back, neck and shoulders massage - 5,000 rupees (£25/$32.5), brilliant. My wife had a 90 minute hot stones, which she said was the best massage she has ever had - 12,600 rupees (£63/$82). I definitely recommend this especially after the strains of Sigiriya rock. All staff were excellent, Chamara in the bar is a very lovely man and Inshaf was a very helpful cashier. All in all a nice stay, but could have been better with a nicer room. Highly recommended.",Positive,TripAdvisor
eco friendly .its like live in a jungle .Best Buffet .but not recommend inroom dine in.,Positive,Google Reviews
"An excellent hotel, designed by world renowned Sri Lankan architect Geoffrey Bawa in such a way that surrounding nature has minimal disturbance. Should be seen to be believed, it is really unique in this respect. Apart from that, a very good five star hotel with excellent food, nice swimming pools, breath taking scenery from rooms of Kandalama lake and also the adjoining forest and distant mountain ranges.",Positive,Google Reviews
"Thank you very much Team Kandalama,
Mr. Priyan, Mr. Shanthikumar, Mr. Lalith, for giving lovely food and show around. This is not only a hotel it's a university for a hotelier.

Thank youð",Positive,Google Reviews
"One of the best green hotels in Sri Lanka. Situated just above the Kandalama lake facing Sigiriya and Dambulla. Great hospitality, delicious buffet and awsome scenaries.",Positive,Google Reviews
Friendly Staff,Positive,Google Reviews
"There is nothing intrinsically wrong with this hotel if you like large hotels 1 km long. The views are fabulous , over the lake if you are in a room high enough and the large number of monkeys are amusing to watch. You do have to be careful as I turned my back for a second while the patio was open and a monkey took a n unopened bag of crisps took them onto the balcony and shared them with a few more. The room was fine of good size and the bathroom had the advantage of a large window. The hotel has been designed so your privacy is ensured. Breakfast was a buffet in a large room, the quality was fine. We chose to eat in the a la carte restaurant on an evening as this had good service . The wine by the glass was barely drinkable. The bar area and other sitting areas were just too big and did not encourage an after dinner drink. The hotel is well used by tours of tourists resulting in a lot of early morning and late evening noise as people and their bags went too and from their rooms. I did not have an unpleasant time at all but would not choose to return.",Negative,TripAdvisor
"I and my wife visited Heritance Kandalama a week ago. It was a remarkable experience and it was very safe during the prevailing situation in the country. They followed all the health guidelines from the entrance to all the other things. The way of treating, food menu, room arrangement and caring should be appreciated. The location is really beautiful and eye catching. The staff is very friendly and helpful. We enjoyed a lot.",Positive,Google Reviews
"Thirdly the booklet hotel also used one , Someone draw a picture there ,most probably the previous customer. I wondered why they didn't change it in this kind of a covid situation .",Negative,Google Reviews
"Excellent view from hotel,best foods â¤ï¸",Positive,Google Reviews
"Since I am a great admirer of the architect Geoffrey Bawa, I was very much looking forward to spending two nights in his masterpiece hotel. Upon arrival you are welcomed with a hot towel and a drink, nice. But hey, the hotel claims to be a premier 5 star hotel! To make sure to get a nice room, even though it was low season, I booked a panoramic view room in the Dambulla wing. The room was nice and stylish, but not at all five stars, stained curtains and upholstery, leaking shower, floor and carpet not so clean... Ok, it's not easy to maintain such a hotel under these climate conditions. Unfortunately there was some wedding or convention going on just the floor above my room, they were playing loud and bass driven music. You simply couldn't sit and read on your 'private balcony'. When I came back from breakfast the next morning (9 a.m.) the music started again. I was very frustrated and complained. They upgraded me to a luxury room down in the basement without any view. Alas, no view at all.. In the late afternoon I ordered some tea at the poolside cafe, they served one (!) cup, of course charged like a premier 5 star hotel. Sorry folks, I am not a cocktail & BLT sandwich person. I like to have a decent cup of tea in the afternoon, i.e. a pot of tea, usually served with a little biscuit. I know that single travelers except from business hotels are not always most welcome. But in a five star hotel they shouldn't give you the impression that your place is at the side table... All in all very mixed feelings about Kandalama hotel. The hotel is an unique work of art, breathtaking. But still, there is a sour taste. Maybe I just had my sour days...",Negative,TripAdvisor
Visited for lunch. 13600 for 2 persons. Includes a cafe on the first floor. It seemed that there were not many foreign tourists.,Negative,Google Reviews
Great swimming pools. Beautiful views of jungle and lake. Comfortable bed and room. Very nice driver brought me on tour of Sigiriya.,Positive,Booking.com
"My recent experience at Heritance Kandalama was very disappointing.

To begin with, we've reserved for a panoramic view room and as per the description on their website the room offers a panoramic view of the kandalama lake and the dambulla rock. Whereas; our room's view was obstructed by the trees so barely had the said view. I brought this into the staffs attention and their response was they do not cut tress and the website still contains old pictures. They were not ready to relocate us to a better room either. So beware: the pictures are deceiving and you wouldn't get a solution for your concerns from the staff. We have paid for a view that was existed many years ago.

The washroom badly needs a renovation. We expected a better quality washroom for the amount of money we paid.

Eventhough there is a narrow balcony we couldn't use it as the monkeys intrude each time you open the door and step out to get some fresh air. We were wondering why couldn't the hotel use a detachable fence or a net that will allow the guests to use the balcony for the amount of money they pay.

Finally we requested for a late checkout as we were on full board and the front desk rejected it without hesitation.

Utter waste of money and I regret for choosing this hotel when there are plenty of good places around sigiriya and dambulla to choose. Do not deserve to be called a 5 star hotel anymore.",Negative,Google Reviews
Amazing location and views. Infinity pool was lovely but slightly noisy with lots of children. Felt the rooms were slightly outdated however the bathroom was beautiful and you could shower looking out at the views. Buffet was overpriced for what it was. Room service a la carte was much better. Had a massage in the spa which was amazing. Overall good stay and enjoyed watching the monkeys!,Negative,TripAdvisor
"After great reviews from our tour operator we stayed here for 3 days in July 2014. Starting with the positives we had a warm welcome on arrival and our room was amazing. We were in the Sigiriya wing and had a great views of Sigiriya Rock. We had all sorts of wildlife visit our balcony including monkeys and bats and the room itself was clean and had everything we needed.However, although you were in the jungle and you got to enjoy some wild wildlife this hotel very much caters for the package tourist. They had a few 'wild' animals in pens, with the fences well disguised so they looked like they were there out of choice. Instead they just looked miserable. The hotel also offered a range of optional tours - including an elephant ride along the lake. This very much put a downer on the trip. Conservation and sustainability seems to be high on the agenda in this hotel and in Sri Lanka in general but to be in swimming in the pool and see the ill-treated elephants carry over weight tourists spoilt the experience. The food offered was disappointing compared to everywhere else in Sri Lanka and it was expensive. As mentioned above the hotel very much caters for the tourist and therefore the food was much more westernised and there were very limited opportunities to try local cuisine. We went for the buffet on our first night but, as a vegetarian the options were limited. So on the following night we went for the al e carte which ended up being the same price as the buffet but the food was freshly cooked, delicious and the environment was much nicer.",Negative,TripAdvisor
"You have to drive almost 4.5 hrs to hotel and last two kilometers road was terrible. hotel is like oasis. design of the hotel makes you unforgettable view and rooms are huge,excellent and clean. Very helpful and hospitality staff available to serve anytime. Verity of foods and amazing catering. if you willing to spend for hotel, i must say its worth and you must visit kandalama even once. you have to be careful from monkeys and must keep windows close. they are like train to stolen the things. Gym spa and wifi and all facility available inside the hotel. Pool was awesome experience and pool view was unforgettable. But at night you have to be careful from serpents.",Positive,TripAdvisor
My recent experience at Heritance Kandalama was very disappointing.,Negative,Google Reviews
One of the finest hotels i have ever been so far. Location is stunning and vary calm and quite for relaxing holiday . Food was amazing and staff is very friendly and helpful .,Positive,Google Reviews
"Yes,It's very nice place. Specially the view with bushes and the lake.
We enjoyed well..
I love this place.",Positive,Google Reviews
"Lovely hotel that is literally part of the landscape. Light airy rooms with great views across the lake, even from the shower! Friendly bar and terrace with attentive staff, quiet surroundings with plenty of wildlife to observe.",Positive,TripAdvisor
"Came with great expectations going by some reviews but the whole experience thus far has been very 3 starish. The property has potential but efforts have not been put in to deliver a superlative experience. Some of the camps back home in India do a much better job. Poorly trained staff, bad housekeeping, grim & depressing interiors, average food spread, inadequate lighting in public areas (even in and around the pool). No personalisation whatsoever. Seems more like a hotel meant for groups and not families. No effort made to inform guests about facilities and amnestied available in the hotel. Wifi is painful. Panoramic room has no panoramic view.!! For the king of money we paid to come all the way here, we could have had a fabulous stay at a top of the line 5 star chain in India.",Negative,TripAdvisor
"I rented two luxury rooms for my family, and we had a child with us. The problem started when we were warmly greeted by the manager, and he was so happy to tell us that they reserved two adjacent rooms for us, the best of the hotel. The rooms were just after the hall were you acces the pool, If I remember correctly it was 4A and 4B or 4A and 5A. Ok all great, swiming pool , excellent restaurant, great luck with table outside, perfect diner. We went back to the rooms, and around 1 o'clock in the morning, the horror started. The rooms are just under the restaurant, and the staff started sliding chairs and tables for half an hour, Baby crying, adults crying, it was horrible. A few hours later, just at half past five in the morning, THE SAME BALLET, screetching tables for half an hour. Spoke to everybody, nothing to be done. I tried finding the petit manager, who chose the rooms for me smiling to the baby, I couldn't, he vanished. Even though, I invited several people to the restaurant, and the dinners were perfect",Negative,TripAdvisor
"It was such a beautiful experience. At the beginning we had a problem with the noise in our bedroom but they chance us to a quieter one. The facilites are beautiful and they provide life music almost everywhere, the food was amazing, the buffet had a lot of options and each one of them was delicious. The staff was always polite, we would like to give our special thanks to Vishan and Sanjeewa the room boys, every time we came to our room we would find it impeccable, besides leaving always towels with the form of an animal for decoration, such as elephant, turtle and monkey, a very beautiful detail. We will definitely come back again.",Positive,Booking.com
Perfect place!!!,Positive,Google Reviews
"A great architectural work by Sri Lankan architect Geoffrey Bawa. The building blends in with the surrounding jungle and has stunning views of a lake and Sigiriya.
The rooms are facing the lake and are very spacious with impeccable modern tropical design. The hotel environment is the protagonist at all times.
The service is impeccable, all the staff are very welcoming and helpful.
The food was very good and the dining room had a great view.
The pools are also impressive.
An unbeatable stay. We already want to return!",Positive,Google Reviews
"Most of the ""wow"" factor in this hotel is in the nature around it and in star architect Geoffrey Bawa's architecture. The rooms higher up are wonderful, tastefully furnished, with great views. Clean, but fittings a bit outdated (try turning out the light while in bed!). Unfortunately, there is little ""wow"" in the way it is run. You will certainly get lost, as the signage is either absent or inaccurate. The information in the folder in your room will leave you none the wiser. Most confusing of all is the food situation. Bear in mind that you are in the middle of nowhere, and there is nowhere else to eat. Good luck finding out what the restaurants serve, because the menus are not displayed at the entrances. I will say that the buffets (breakfast and curry lunch/dinner) were excellent, but the a la carte choices were overambitious and often bizarre (strange fusion food in one restaurant, strange snacks in another - think burger bun filled with grilled chicken and served with french fries). There are many missed opportunities (simpler, less pretentious and less expensive food, less extortionate spa treatments, and above all better guest information - the customers would spend more if they knew what was available and where - on my last day, before an early morning departure, I discovered the shops were open, even though none had their business hours displayed). This hotel has so much going for it. It's a shame it's underexploited. With more attention to detail it would be an excellent place to stay.",Negative,TripAdvisor
"Donât pay 200usd for the cave dinner! The food was so disappointing, and not even worth half the money. - ( we complained and got 1/4 back. ) I would recommend the buffet instead.  Besides that, the place is cool and the view is amazing. Staff is superb!  - one thing they are missing is some  better furniture thereâs no soft couches og lounge areas where you can chill relax.",Positive,Google Reviews
"Its a very good experience. The infinity pool designed by Sri Lanka’s famed architect, Geoffrey Bawa, which blends in seamlessly with the Kandalama Lake is amazing. A perfect vacation spot, though its expensive.",Positive,TripAdvisor
"Recently we visited the Kandalama Hotel with a group. Most of them were not really satisfied with the staff. Personally I left two of my own expensive cigars with the Barman in the Humidor because I was going to dinner. After coming from dinner I found there was only one left. One was sold to a guest of the hotel. The answer given to me : it was an accident. I couldn't believe because the two cigars were not in their stock. I went to the Senior Management, but they had not really good answers.",Negative,TripAdvisor
the lunch and dinner menus was more similar with minor variations.,Negative,Booking.com
"Kandalama Kandalama Kandalama.

I have booked this for my parents as a gift. Mmm check in was bit messy. They were Really  disappointed about the reception service and also reservations department. (Requested for a room with better view. But they have chosen a room with a view of outdoor washrooms. Super dissatisfied! When my parents said that they wonât stay in there, then they had given a better room with a nice view. But why canât they give it without disappointing them. Even no welcome drink for them. Hmmmmm.)

Please donât do this to any one.

But then all were good. Super Resturant service and every other people were very helpful and nice. Location and everything earns 6 stars. â­ï¸â­ï¸â­ï¸â­ï¸â­ï¸â­ï¸

But reception and reservations made it into â­ï¸â­ï¸

Disappointing! But cheers for others!",Positive,Google Reviews
"Outdated furniture, noisy minibar, natural pool, no much things to do in the evening..",Negative,Booking.com
"Coming back after almost 20 years, it was nice to see that the hotel is well maintained and aged well. During our stay we found the staff from check in and the restaurant to be very attentive.

The food was really good and they managed to keep that standard going on.

Overall it was a great stay.

A special Thank you to Dimuthu, Nalin and Sandamali for always making sure our requests were taken care of.",Positive,Google Reviews
Kandalama was amazing. Super nice service and gorgeous surroundings.,Positive,Expedia
